Category,Question,Answer
홈페이지,"저는 5개 ID를 가지고 있는데, 계정 통합 화면에는 왜 2개 ID만 표시되는 건가요?","· 계정 통합은 2개 ID를 대상으로만 진행됩니다. (① 현재 로그인하려는 ID, ② 기존에 현대닷컴 가입된 ID) · 이후 제 3의 ID로 로그인 하실 경우, 다시 한 번 본인 인증과 계정 통합 절차가 진행됩니다."
홈페이지,"기존에 이미 사용하고 있던 ID인데, 왜 다시 본인 인증과 계정 통합을 해야 하나요?","· 여러 개 ID 보유한 고객으로 ID 혼란으로 인한 고객 문의가 많이 발생하고 있습니다. 이에 회원 1명 당 1개의 ID만 이용할 수 있도록 변경되었습니다.(블루링크 등 현대자동차 타 서비스 동일) · 기존에 여러 개 ID를 보유하셨던 고객이라면, ID 통합을 위해서 본인인증과 계정 통합을 진행해주세요. 통합된 ID로 현대닷컴, 블루링크, 디지털 키, 마이현대에서 동일하게 사용 가능합니다. ※ 디지털 키에 가입하신 고객이라면 ‘휴대폰 인증’을 통해 본인인증 받으셔야 서비스 이용이 가능합니다. (아이핀 인증 시, 이후 휴대폰 본인인증 재 요청됨) · 계정 통합 절차를 진행하지 않으시면 해당 ID로 서비스 이용이 불가합니다. (필수)"
홈페이지,휴대폰 인증 SMS가 오지 않습니다.,"휴대폰 번호를 정확하게 입력해주세요.  현대닷컴에서 이메일 계정 입력 시 종종 오타로 인해 SMS 발송이 실패하는 경우가 있습니다. 핸드폰 번호는 공백 및 특수문자 (-) 없이 숫자만 입력 부탁 드립니다. (ex. 01012345678 (O), 010 1234 5678 (X), 010-1234-5678 (X) )  휴대폰에서 번호를 차단하셨나요?  차단 설정, 통신사 정책 등으로 인증 SMS가 발송되지 않는 경우가 있습니다. 보유하신 휴대폰에서 메시지 App. > 설정 > 메시지 차단/스팸번호를 확인 부탁 드립니다. ※ 자세한 설정 방법은 휴대폰 제조사 홈페이지를 참고해주세요.  만약 차단하지 않은 경우에도 SMS가 수신되지 않을 경우, 각 이동통신사로 확인 부탁 드립니다. (휴대폰인증보호 서비스 가입 등 확인 필요)"
홈페이지,로그인 시 비밀번호가 맞지 않다고 합니다.,"비밀번호 찾기를 통해 비밀번호 재설정을 해주세요.  ① 로그인 창에서 “아이디 확인 및 비밀번호 초기화” 클릭 ② “이메일로 비밀번호 초기화” 클릭 ③ 생년월일과 현대닷컴에 가입한 이메일 입력 ④ 이메일로 발송된 인증번호를 10분 내에 입력 (도착하지 않았을 경우, 입력 주소와 스팸메일함 확인) ⑤ 신규 비밀번호 입력 후 다시 로그인  ※ “이메일로 비밀번호 초기화”를 이용해주세요 - 모바일로 비밀번호 초기화를 진행할 경우, 최종적으로 로그인했던 ID에 대해서만 진행하게 됩니다. (일괄변경 X) - 여러 개의 통합아이디를 보유하신 고객은 해당 메뉴로 PW 변경이 어려우니, 이메일로 비밀번호 초기화를 이용해주세요."
홈페이지,로그인 시 다른 계정으로 로그인하라고 나옵니다.,"기존에 가입하신 내역이 존재하는 경우입니다. (현대자동차 홈페이지는 1인 1계정 원칙)  이미 가입하신 현대닷컴 아이디가 있으신 경우로, 팝업창에서 안내드린 계정으로 다시 로그인하여 주세요. 비밀번호를 분실하신 경우, 로그인 > ID/비밀번호 찾기 > 이메일로 비밀번호 초기화를 이용해주세요.  [비밀번호 찾기 프로세스] 로그인 클릭 → 아이디/비밀번호 찾기 → 이메일로 비번 초기화 → 가입한 이메일 입력 → 인증번호 입력 / 재설정"
홈페이지,준회원은 왜 폐지되었나요. 기존 ID를 사용하지 못하는 이유는 무엇인가요?,"현대닷컴은 본인 인증된 정회원 중심의 회원 체계로 개편되었습니다. (1인 1계정)  준회원 (간편가입/소셜가입)의 경우, 가입 절차는 매우 간편하나 많은 서비스 이용에 제한이 있었습니다. (소유차량 등록, 포인트 조회 불가, 이벤트 참여 불가 등) 또한 한 고객이 여러 ID를 사용함으로써, 서비스 이용에 혼란을 주는 경우가 많이 발생하였습니다. ‘본인 인증’을 통해 정회원으로 가입하시고, 보유차량 등록, 포인트 조회, 이벤트 참여 등 더 많은 혜택을 경험해보세요.  정회원의 경우, 기존에 사용하시던 ID/PW를 그대로 사용하실 수 있습니다. (다만, 최초 1회 로그인 시 약관 동의와 PIN 입력 필요) 기존에 연동되어있던 소셜연동 계정 또한 그대로 이용 가능하십니다. (고객 편의를 위해 제한적으로 허용) 다만 신규 소셜계정을 추가 연동하는 부분은 앞으로 제한됩니다. (현대닷컴은 1인 1계정 정책 시행)"
홈페이지,회원가입을 해야만 현대닷컴을 이용할 수 있나요?,"회원가입을 하지 않으셔도 다양한 서비스를 이용하실 수 있습니다만, 회원가입을 하시면 좀더 다양하고 개인화된 서비스를 이용하실 수 있습니다.  별도 회원가입 및 로그인을 하지 않으셔도 현대닷컴 내 많은 서비스를 이용하실 수 있습니다만, 회원가입을 하시면 상세 견적 내기, 구매상담신청, 시승신청, 서비스네트워크예약, 마이페이지 등 일부 주요 서비스를 이용하실 수 있습니다."
홈페이지,회원탈퇴 및 재가입을 원할때는 어떻게 해야 하나요?,"현대자동차 홈페이지에서는 로그인 상태에서만 회원탈퇴 신청을 하실 수 있으며, ‘마이페이지’ 에서 [개인정보 수정] 버튼을 클릭하여 ‘회원탈퇴’ 메뉴를 찾으실 수 있습니다. 현대자동차 홈페이지 회원 탈퇴 시 즉시 회원정보 및 인증정보와 홈페이지 자체서비스 내역 (이벤트 응모 등) 이 모두 삭제되오니 유의하시기 바랍니다. 회원탈퇴를 완료하더라도 블루멤버스 멤버십(멤버십포인트, 멤버십카드 등) 은 유지됩니다.  회원탈퇴 후 재가입은 언제나 가능하나, 이미 삭제된 데이터는 복구가 불가능하오니 이점 유의바랍니다."
홈페이지,비밀번호 및 개인정보를 변경하고 싶을때는 어떻게 해야 하나요?,"비밀번호 및 개인정보 변경은 로그인을 하신 후 홈페이지 우측상단에 있는 [마이페이지] 메뉴를 이용해주시기 바랍니다. 현대자동차에서 제공해드리는 서비스의 정상적인 이용을 위해서 주소와 전화번호, 이메일 주소는 항상 최신정보로 유지해주시기 바랍니다."
홈페이지,‘인터넷 멤버스클럽’은 어떤 서비스인가요?,‘인터넷 멤버스클럽’은 인터넷을 이용하시는 현대자동차 구입 고객님의 즐겁고 편리한 자동차 생활을 지원해 드리기 위해 마련한 구입 고객 서비스의 이름입니다.
홈페이지,‘인터넷 멤버스클럽’은 언제부터 시작했나요?,2004년 10월25일부터 시작했습니다.
홈페이지,‘인터넷 멤버스클럽’ 서비스는 누구에게 제공됩니까?,현대자동차를 구입하신 고객이시면서 현대자동차 홈페이지 회원으로 가입하신 고객님께 제공해 드립니다. (회원가입하기)
홈페이지,회원탈퇴 및 재가입을 원할때는 어떻게 해야 하나요?,"현대자동차 홈페이지의 회원 가입을 클릭하시고, 신청 과정을 거치면 됩니다. (서비스 신청 하기)"
홈페이지,"‘인터넷 멤버스클럽’ 서비스를 신청하면, 어떤 서비스를 받을 수 있나요?","구입하신 차종, 운행기간, 거주 지역 등에 의해 고객님께 꼭 필요한 맞춤형 정보와 다양한 서비스를 자동차를 이용하시는 동안 지속적으로 받으실 수 있습니다. 1) 내차 정보 조회 - 고객님의 구입 이력, 계약금 및 인도금 입금 현황, 할부 내용, 정비 이력, 탁송 정보, 전담 정비 센터, 전담 카마스터 정보 등을 조회하실 수 있습니다. 2) 운행 지원 서비스 - 고객님이 운행하시는 차량의 주행거리별 관리 및 점검사항, 운전 요령, 최저가 주유소 정보, 드라이빙 날씨 등에 관한 맞춤형 정보를 받으실 수 있습니다. 또한 구입년차별로 별도 마련한 경품 서비스도 받으실 수 있습니다. 3) 자동차 생활 서비스 - 고객님의 거주 지역이나 관심 사항에 따라 생활, 여행, 취미, 레저, 문화 등에 관한 맞춤형 정보를 받으실 수 있습니다. 예를 들어 여행지 소개의 경우 해당지역의 날씨, 가는 길, 고객 거주지에서 목적지까지의 최단거리 검색, 최저가 주유소, 주차장, 세차장 정보가 지도찾기 기능과 함께 자동으로 제공됩니다. 4) 구매 지원 서비스 - 관심 차종이나 구매 예정 시점을 기입하시면, 관심 차종에 대한 최신 정보와 더불어 구매 예정 시점에는 차량 정보, 구매 조건, 이벤트 안내, 할인 혜택 등의 서비스를 받으실 수 있습니다. (관심 차종 등록하기, 구매 예정 시기 등록하기) 5) 프리미엄 컨텐츠 서비스 - 재테크 동영상 강좌 및 상담서비스, 골프 동영상 강좌, 영어/중국어 동영상 강좌, 해외 최신 경영/경제 신서 요약서비스, 날씨 SMS 안내 등 양질의 유료 컨텐츠를 인터넷 멤버스클럽 회원에게 무료로 제공해드립니다. 단, 프리미엄 서비스는 “추가 정보” 항목을 기입하신 고객님께 제공해 드립니다. (추가정보 등록하기)"
홈페이지,현대자동차 홈페이지에 있는 저작물 사용시 어떤 제한을 받습니까?,"현대자동차(주)의 홈페이지 (이하 '홈페이지'라 함)에는 현대자동차(주) (이하 '회사'라 함)에서 저작권을 갖고 있는 텍스트, 이미지, 사진, 영상물, VR, 플래시, 사운드 등의 저작물 (이하 '저작물'라고 함)이 포함되어 있습니다. 이러한 저작물은 대한민국 저작권법의 보호를 받습니다. 따라서 이를 이용하고자 할 경우에는 회사의 사전 허가를 받아야 하며, 허가를 받은 경우에도 아래의 요건을 준수하여야 합니다. - 법인 및 단체나 제품 등이 현대자동차의 후원ㆍ협력ㆍ보증을 받는 것처럼 오인되도록 사용해서는 안됩니다. - 회사 및 그 제품을 비방하거나 부정적인 이미지를 줄 수 있는 용도로 이용해서는 안됩니다. - 저작물의 크기 조정이나 저작물의 변형, 가공이 필요할 경우 반드시 회사의 사전 허가를 얻어야 합니다. - 저작물의 이용에 따라 생긴 손실이나 결과에 대해 회사는 어떠한 책임도 지지 않습니다. - 어떠한 경우에도 현대자동차 웹 사이트의 페이지를 통째로 복제해서 사용해 서는 안됩니다.  회사의 허가 없이 저작물을 복제, 다운로드, 출판, 배포, 소스 이용 등으로 사용할 경우에는 모든 법적인 책임을 지셔야 합니다. 또한 현대자동차 웹 사이트를 귀하나 귀하의 회사ㆍ단체 등의 웹사이트에 링크하는 것은 회사의 허가를 받아야 하며, 이 경우에도 ""현대자동차 홈페이지로"", ""www.hyundai-motor.com으로"" 등 링크 사실을 알리는 표현과 함께 사용해야 합니다."
홈페이지,제품 카달로그나 설명서의 내용을 사용해도 되는지 궁금합니다.,"시스템에서 작업 오류가 발생하는 경우 표시됩니다. 1시간 후에도 동일한 메시지가 보이는 경우에는 다음 방법 중 하나를 시도해 주세요. · 브라우저의 쿠키와 캐시를 삭제하세요 · 다른 브라우저를 사용하세요. 예를 들어, 인터넷 익스플로러를 사용하고 있다면 크롬 또는 Safari를 이용해서 접속하세요. 브라우저가 최신 버전이 아닌 경우에는 이용에 제한이 있을 수 있습니다.  제시된 모든 방법으로도 해결되지 않는다면 홈페이지 Q&A 및 고객센터로 문의주세요. 문제화면의 스크린샷을 첨부하시면 원인파악에 도움이 됩니다."
홈페이지,현대닷컴 로그인 계정을 변경하고 싶습니다.,"계정 변경은 불가하며, ‘탈퇴 후 재가입’ 부탁 드립니다.  현대닷컴 계정은 임의로 변경되지 못하게 관리하고 있습니다. ID 변경을 원하실 경우, ‘통합계정 탈퇴’ 이후 재가입해주셔야 합니다. (단, 계정 탈퇴 시 가입하신 서비스가 함께 탈퇴되니 유의사항을 꼭 참고해주세요)  ※ 계정탈퇴 하는 법 현대닷컴 로그인 → 마이페이지 → 개인정보수정 → 현대닷컴서비스탈퇴 탭 → 최하단 ‘현대자동차 통합계정 탈퇴’ 링크 클릭"
블루멤버스,"[바디케어 서비스] 출고 이후에, 가입 상품을 변경하는 것이 가능할까요?","변경을 원하시면 기존 가입하신 상품 취소 후 변경 상품으로 재 가입하시면 됩니다. (단, 출고일 포함 30일 이내에만 재가입 가능합니다.)"
블루멤버스,"[바디케어 서비스] 서비스 가입 후 사고가 발생하지 않아 보장을 받지 않은 경우라면, 포인트는 다시 환불받을 수 있을까요?","바디케어 서비스는 보험성 서비스로, 실질적으로 보상을 받은 경험이 없더라도 포인트는 환불되지 않습니다."
블루멤버스,[바디케어 서비스] 적립 예정 포인트가 부족한 경우 어떻게 하나요?,영업점가입 - 기존 보유하신 포인트가 있으시면 합산 신청 가능 (합산해도 포인트 부족시엔 별도 결재 불가) 온라인가입 - 포인트외에 현금/카드로 추가결재 가능합니다.
블루멤버스,[바디케어 서비스] 해약 하고 싶습니다. 어떻게 해야 하나요?,※ 영업점가입 - 담당 영업사원에게 신청 (출고일 포함 30일 이내) ※ 온라인 가입 - 가입한 온라인 몰에서 직접 취소처리 (결재일 포함 30일 이내)
블루멤버스,[바디케어 서비스] 가입은 어떻게 하나요?,"자동차 제작증 발급전 - 출고하신 영업점으로 신청 (단, 캐스퍼 차종은 '캐스퍼 온라인' ▶바로가기 에서 가입 가능합니다.)  제작증 발급 이후 - 현대차종은 'HyundaiShop'▶바로가기 에서 가입 가능합니다.  - 제네시스 차종은 '제네시스 부티크' ▶바로가기 에서 가입 가능합니다."
블루멤버스,"[바디케어 서비스] 출고 이후에, 가입 상품을 변경하는 것이 가능할까요?","변경을 원하시면 기존 가입하신 상품 취소 후 변경 상품으로 재 가입하시면 됩니다. (단, 출고일 포함 30일 이내에만 재가입 가능합니다.)"
블루멤버스,"[바디케어 서비스] 서비스 가입 후 사고가 발생하지 않아 보장을 받지 않은 경우라면, 포인트는 다시 환불받을 수 있을까요?","바디케어 서비스는 보험성 서비스로, 실질적으로 보상을 받은 경험이 없더라도 포인트는 환불되지 않습니다."
블루멤버스,[바디케어 서비스] 적립 예정 포인트가 부족한 경우 어떻게 하나요?,영업점가입 - 기존 보유하신 포인트가 있으시면 합산 신청 가능 (합산해도 포인트 부족시엔 별도 결재 불가) 온라인가입 - 포인트외에 현금/카드로 추가결재 가능합니다.
블루멤버스,[바디케어 서비스] 해약 하고 싶습니다. 어떻게 해야 하나요?,※ 영업점가입 - 담당 영업사원에게 신청 (출고일 포함 30일 이내) ※ 온라인 가입 - 가입한 온라인 몰에서 직접 취소처리 (결재일 포함 30일 이내)
블루멤버스,[바디케어 서비스] 가입은 어떻게 하나요?,"자동차 제작증 발급전 - 출고하신 영업점으로 신청 (단, 캐스퍼 차종은 '캐스퍼 온라인' ▶바로가기 에서 가입 가능합니다.)  제작증 발급 이후 - 현대차종은 'HyundaiShop'▶바로가기 에서 가입 가능합니다.  - 제네시스 차종은 '제네시스 부티크' ▶바로가기 에서 가입 가능합니다."
블루멤버스,"[바디케어 서비스] 출고 이후에, 가입 상품을 변경하는 것이 가능할까요?","변경을 원하시면 기존 가입하신 상품 취소 후 변경 상품으로 재 가입하시면 됩니다. (단, 출고일 포함 30일 이내에만 재가입 가능합니다.)"
블루멤버스,블루멤버스 포인트 양도 절차가 어떻게 되나요?,"직계존비속 및 배우자에게만 양도 가능합니다. 양도/양수인 모두가 블루멤버스 회원가입이 되어있어야 하며 가족관계증명서와 양도양수 신청서를 myHyundai 앱 또는 FAX로 접수해주시면 양도처리 가능합니다. ※ 장애인 공동명의건의 경우 양도양수 신청서, 등록원부, 복지카드 사본을 팩스로 발송 ※ 가족관계증명서 上, 주민등록번호 뒷 6자리는 반드시 가려서 전송"
블루멤버스,블루멤버스 포인트 적립 시점은 언제인가요?,"회원 가입 및 제작증 발급 익일에 적립되며, 포인트 적립일 기준 3영업일 이후 가용화됩니다. (단, 출고 後 6개월 이상 경과 時 회원가입은 가능하나, 포인트 적립 불가) 고객님께서는 가용화 이후 조회 및 사용이 가능하며, 가용화 된 포인트는 현대자동차 사이트, 고객센터에서 확인 가능합니다."
블루멤버스,회원 가입 절차 없이 포인트를 받을 수는 없나요?,"블루멤버스 포인트 적립은 블루멤버스 회원에 한하여 주어지므로 가입이 필수입니다. 포인트 지급/이용에 대한 규정을 멤버십 회원가입 약관을 통해 동의받게 되며, 이후 본인 확인이 된 회원정보를 기반으로 멤버십 제휴사 및 각종 특화 서비스에 필요한 정보를 인증하게 됩니다.."
블루멤버스,블루멤버스 회원 가입 후 카드 발급은 언제 되나요?,"신차 구매시 매매주문서에서 블루멤버스 카드 발급신청 가능합니다. 제작증 발급 익일에 가입완료되어 실물카드 일주일~열흘 소요됩니다. 단, 카드 번호 채번은 다음 날 바로 가능하며 마이현대 앱에서 확인 가능합니다. 블루멤버스 제휴 신용카드 신청시 비신용카드 미발급되며, 신용카드 미발급 고객이 비신용카드 필요시 고객센터 080-600-6000으로 신청 가능합니다."
모젠서비스,모젠 서비스에 오류가 있을 때에는 어떻게 하나요?,모젠고객센터(080-600-6000)로 문의 주시거나 1:1상담 문의에 올려주시면 신속하게 지원해 드리겠습니다.
모젠서비스,보증 수리기간이 어떻게 되나요?,"모젠 단말기의 보증수리 기간은 구입한 신차의 보증 내용 및 규약에 종속됩니다. 현대자동차의 보증수리 기간은 차종, 동력전달장치, 일반부품 등에 따라 차이가 있으며, 모젠 단말기는 일반부품의 보증기간에 따릅니다."
모젠서비스,ACC ON시에 바로 화면이 표시되지 않습니다.,"모젠 단말기는 ACC OFF시에 단말기의 전원을 바로 끄지 않고, 수 초 동안 상태를 확인 하고 종료합니다. 따라서 이 동안에 ACC OFF/ON을 반복하는 경우 단말의 전원종료 후 재가동이 지연되어 수초의 동작 지연 현상이 나타날 수 있습니다. 잠시만 기다리시면 됩니다."
모젠서비스,"사용도중 단말기가 갑자기 중지되거나, 버튼을 입력해도 말을 듣지 않습니다.","모젠은 차량용 컴퓨터로 개발되었으며, 각종 AV와 이동전화, 내비게이션 시스템과 텔레매틱스의 각 기능이 중앙처리장치(CPU)와 운영시스템(OS)에 의해서 운영되도록 개발되었습니다. 따라서, 작동 중에 소프트웨어의 충돌이 발생하거나 프로그램의 원할한 처리가 이루어지지 않는 경우, 아주 간헐적으로 단말기가 일시적으로 동작이 중지되는 경우가 발생할 수 있습니다. 이는 고장이나 단말기 시스템의 하자는 아니며, 리셋버튼을 누르시면 다시 이용하실 수 있습니다. 단말기 오른쪽 하단에 있는 리셋버튼을 누르시면 다시 작동이 가능합니다."
모젠서비스,단말기 모델 및 일련번호는 어디서 확인하나요?,단말기 `INFO` 버튼 → `환경 설정` 선택 → `단말기 정보` 선택
모젠서비스,모젠 서비스에 오류가 있을 때에는 어떻게 하나요?,모젠고객센터(080-600-6000)로 문의 주시거나 1:1상담 문의에 올려주시면 신속하게 지원해 드리겠습니다.
모젠서비스,보증 수리기간이 어떻게 되나요?,"모젠 단말기의 보증수리 기간은 구입한 신차의 보증 내용 및 규약에 종속됩니다. 현대자동차의 보증수리 기간은 차종, 동력전달장치, 일반부품 등에 따라 차이가 있으며, 모젠 단말기는 일반부품의 보증기간에 따릅니다."
모젠서비스,ACC ON시에 바로 화면이 표시되지 않습니다.,"모젠 단말기는 ACC OFF시에 단말기의 전원을 바로 끄지 않고, 수 초 동안 상태를 확인 하고 종료합니다. 따라서 이 동안에 ACC OFF/ON을 반복하는 경우 단말의 전원종료 후 재가동이 지연되어 수초의 동작 지연 현상이 나타날 수 있습니다. 잠시만 기다리시면 됩니다."
모젠서비스,"사용도중 단말기가 갑자기 중지되거나, 버튼을 입력해도 말을 듣지 않습니다.","모젠은 차량용 컴퓨터로 개발되었으며, 각종 AV와 이동전화, 내비게이션 시스템과 텔레매틱스의 각 기능이 중앙처리장치(CPU)와 운영시스템(OS)에 의해서 운영되도록 개발되었습니다. 따라서, 작동 중에 소프트웨어의 충돌이 발생하거나 프로그램의 원할한 처리가 이루어지지 않는 경우, 아주 간헐적으로 단말기가 일시적으로 동작이 중지되는 경우가 발생할 수 있습니다. 이는 고장이나 단말기 시스템의 하자는 아니며, 리셋버튼을 누르시면 다시 이용하실 수 있습니다. 단말기 오른쪽 하단에 있는 리셋버튼을 누르시면 다시 작동이 가능합니다."
모젠서비스,단말기 모델 및 일련번호는 어디서 확인하나요?,단말기 `INFO` 버튼 → `환경 설정` 선택 → `단말기 정보` 선택
모젠서비스,모젠 서비스에 오류가 있을 때에는 어떻게 하나요?,지도 화면 좌측 상단에 있는 `확성기` 모양의 아이콘을 선택하면 안내음이 나오지 않습니다. 다시 음성안내를 듣고자 하시면 아이콘을 다시 한번 선택하시면 됩니다.
모젠서비스,GPS 수신이 안됩니다. 어떻게 하나요?,"기본적으로 시동을 켠 후 약몇분동안 GPS인식되는 시간소요가 필요합니다. 그리고, GPS위성에서 발송하는 전파의 특성 상 고가 밑, 지하차도, 도심 건물 밀집 지역 등 GPS 수신 안테나가 가려지는 경우 수신 불량 상태가 발생 할 수 있습니다. 따라서 장애물이 없는 위치로 차량이 이동되면 GPS 수신 기능이 정상적으로 작동하게 됩니다. 만약 개활지 상태에서도 위성수신 상태가 불량하면 A/S망을 이용하여 GPS 수신 장치의 정비를 받으셔야 합니다."
모젠서비스,내비게이션의 지도 업그레이드는 어떻게 하나요?,모젠 지도 업그레이드는 차량용 A/V 및 내비게이션 A/S를 담당하고 있는 현대 웰슨에서 수행하고 있습니다.  전국 현대자동차 23개 하이테크센터와 기아자동차 11개 직영서비스 센터에서 현대 웰슨 A/S요원이 상주 근무하고 있으며 전국 115개소의 현대 웰슨 협력점에서 지도 업그레이드가 가능합니다.  모젠고객센터 080-600-6000으로 전화주시면 지도 업그레이드 상담이 가능하며 업그레이드 가능한 가까운 서비스센터에 대한 안내를 받으실 수 있습니다.
모젠서비스,단말기만 별도로 충전을 해줘야 하나요?,"차량의 배터리와 연결되어 있으며, 별도의 충전은 필요없습니다."
모젠서비스,단말기의 벨소리를 다운로드 받을 수 있나요?,불가능 합니다. 단말기내에 이미 저장된 벨소리 중에서만 선택변경 하실 수 있습니다.
블루링크,[서비스] 라이트 서비스가 무엇인가요?,"블루링크 5년 무료+ 요금제 무료 기간 만료 이후 추가 5년 동안 차량 안전과 연관된 SOS 긴급 출동, 에어백 전개 자동 통보, 교통정보, 전기차 배터리 모니터링을 제공하는 서비스 입니다."
블루링크,[서비스] 블루링크 5년 무료 + 요금제 무료 기간 만료 이후 라이트 서비스 이용을 위해 별도 가입이 필요한가요?,블루링크 5년 무료 기간 만료 후 라이트 서비스로 자동 전환되므로 별도 가입이 불필요 합니다.
블루링크,"[서비스] 라이트 서비스 전환 이후 원격 제어, 뮤직 스트리밍 등 블루링크 전체 서비스를 이용하려면 어떻게 해야 하나요?",마이현대 앱 홈 화면 내 블루링크 가입 또는 마이현대 로그인 > 하단 메뉴바 [마이] 선택 > [차량 관리] 선택 > [블루링크] 메뉴에서 유료전환을 신청하시면 전체 서비스 이용이 가능합니다.
블루링크,[서비스] 블루링크를 가입하면 어떤 서비스가 제공되나요?,"블루링크를 가입하시면 차량 원격제어, 안전보안, 차량관리, 길 안내 서비스를 제공받으실 수 있습니다. 블루링크 자세한 서비스 안내는 아래 페이지를 참고해주세요.  블루링크 서비스 안내 ▶바로가기"
블루링크,[A/S] 블루링크 서비스 이용 시 오류가 발생합니다.,블루링크 고객센터 또는 홈페이지 1:1문의에 문의해 주시면 신속하게 지원해 드리겠습니다.  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[서비스] 라이트 서비스가 무엇인가요?,"블루링크 5년 무료+ 요금제 무료 기간 만료 이후 추가 5년 동안 차량 안전과 연관된 SOS 긴급 출동, 에어백 전개 자동 통보, 교통정보, 전기차 배터리 모니터링을 제공하는 서비스 입니다."
블루링크,[서비스] 블루링크 5년 무료 + 요금제 무료 기간 만료 이후 라이트 서비스 이용을 위해 별도 가입이 필요한가요?,블루링크 5년 무료 기간 만료 후 라이트 서비스로 자동 전환되므로 별도 가입이 불필요 합니다.
블루링크,"[서비스] 라이트 서비스 전환 이후 원격 제어, 뮤직 스트리밍 등 블루링크 전체 서비스를 이용하려면 어떻게 해야 하나요?",마이현대 앱 홈 화면 내 블루링크 가입 또는 마이현대 로그인 > 하단 메뉴바 [마이] 선택 > [차량 관리] 선택 > [블루링크] 메뉴에서 유료전환을 신청하시면 전체 서비스 이용이 가능합니다.
블루링크,[서비스] 블루링크를 가입하면 어떤 서비스가 제공되나요?,"블루링크를 가입하시면 차량 원격제어, 안전보안, 차량관리, 길 안내 서비스를 제공받으실 수 있습니다. 블루링크 자세한 서비스 안내는 아래 페이지를 참고해주세요.  블루링크 서비스 안내 ▶바로가기"
블루링크,[A/S] 블루링크 서비스 이용 시 오류가 발생합니다.,블루링크 고객센터 또는 홈페이지 1:1문의에 문의해 주시면 신속하게 지원해 드리겠습니다.  블루링크 고객센터 080-600-6000 서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공) 평일 08:30 ~ 18:00 (주말/공휴일 휴무)
블루링크,[서비스] 라이트 서비스가 무엇인가요?,"블루링크 5년 무료+ 요금제 무료 기간 만료 이후 추가 5년 동안 차량 안전과 연관된 SOS 긴급 출동, 에어백 전개 자동 통보, 교통정보, 전기차 배터리 모니터링을 제공하는 서비스 입니다."
블루링크,[서비스] 블루링크 5년 무료 + 요금제 무료 기간 만료 이후 라이트 서비스 이용을 위해 별도 가입이 필요한가요?,블루링크 5년 무료 기간 만료 후 라이트 서비스로 자동 전환되므로 별도 가입이 불필요 합니다.
블루링크,"[서비스] 라이트 서비스 전환 이후 원격 제어, 뮤직 스트리밍 등 블루링크 전체 서비스를 이용하려면 어떻게 해야 하나요?","고객님의 안전한 운행을 위해 주행 중에는 단말기 조작을 제한하고 있으며, 기어가 P단일 경우만 조작이 가능합니다. 시스템 조작을 통해 서비스를 이용하시려면 차량을 잠시 정차해 주세요. 단, 조작이 간단한 일부 서비스는 주행 중에도 사용이 가능합니다."
블루링크,[요금제] 블루링크 유료 요금제가 어떻게 되나요?,블루링크 자세한 요금제 안내는 아래 페이지를 참고해주세요.  블루링크 요금제 안내 ▶바로가기
블루링크,[요금제] 요금 미납을 했을 경우 가산금은 몇%인가요?,요금 미납 시 가산금은 당월 청구금액의 2%입니다.
블루링크,[A/S] 원격 공조 제어 서비스를 사용했는데 계속 비상등이 켜져 깜박입니다.,원격 공조 제어 서비스 이용시 비상등이 함께 켜지는 것은 정상적인 현상입니다. 스마트키로 차량의 문을 여닫으실 때 비상등이 깜빡이는 것과 동일합니다. 또한 도로 안전상의 이유로 시동이 켜져 있다는 것을 외부에서도 확인할 수 있도록 시동과 비상등이 함께 작동됩니다.
블루링크,[A/S] GPS 수신이 안됩니다.,"시동을 켠 후 수 분 동안 GPS가 인식되는 시간이 필요합니다. 혹은 GPS위성에서 발송하는 전파의 특성상 고가 밑, 지하차도, 도심 건물 밀집지역 등 GPS 수신 안테나가 가려지는 경우 수신 불량 상태가 발생 할 수 있습니다. 이 경우 장애물이 없는 위치로 차량을 이동하시면 GPS 수신 기능이 정상적으로 작동하게 됩니다. 만약 개방된 지역에서도 위성수신 상태가 불량하면 A/S를 통해 GPS 수신 장치의 정비를 받으시기 바랍니다."
블루링크,[A/S] 주행 중에 시스템 조작이 안됩니다.,블루링크는 블루링크 앱 또는 내비게이션(내비게이션 가입은 출고 후 1년 이내 최초 개통 시)으로 가입하실 수 있습니다. 자세한 가입 안내는 아래 페이지를 참고해주세요.  블루링크 서비스 가입 안내 ▶바로가기
블루링크,[가입] 중고차를 구입했는데 블루링크에 가입할 수 있나요?,"중고차 구매 후 블루링크 가입 시 유료로 이용 또는 무료 기간 승계가 가능하신 경우 무료 기간이 제공됩니다. 블루링크 요금제에 따라 무료 기간 승계 가능여부가 다르므로, 자세한 차종별 요금제안내는 아래 페이지를 참고해주세요. ※ 블루링크 차종별 요금제 안내 ▶바로가기  중고차 구매 시 마이현대 앱으로 가입하실 수 있습니다. 자세한 가입 안내는 아래 페이지를 참고해주세요. ※ 블루링크 서비스 가입 안내 ▶바로가기"
